CATEGORIA,DENSIDADCARGA,TIPO_INSTALACION,FECHA,HORA,INTERVALO,KWHD,KWHR,KVARHR,KVAHD,KVARH_LAG,KVARHR_1,KVARH_LEAD,PHASOR_KVAH,IA,IB,IC,AVG_IA_HARMONICS,AVG_IB_HARMONICS,AVG_IC_HARMONICS,VA,VB,VC,THD_VOLT_FASE_A,THD_VOLT_FASE_B,THD_VOLT_FASE_C,THD_CORRIENTE_FASE_A,THD_CORRIENTE_FASE_B,THD_CORRIENTE_FASE_C,KWD,KWR,KVARD,KVAD,NOMINAL_VOLTAGE_NVO,PT,CT,VA_DESV,VB_DESV,VC_DESV,IA_DESV,IB_DESV,IC_DESV,VOLTAJE_PROM,VOLTAJE_DESV_MAX,VOLTAJE_DESV_PORCENTAJE,CORRIENTE_PROM,CORRIENTE_DESV_MAX
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-08 13:30:00.000000 UTC,13,13:30,27.12,0.0,0.0,27.18,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,13320.1,13416.1,13452.1,0.02,0.02,0.02,0.18,0.12,0.12,108.48,0.0,0.0,108.72,13198.61,14400:120,50:5,121.48999999999978,217.48999999999978,253.48999999999978,1.0,0.0,1.0,13396.1,253.48999999999978,0.019205810308812805,2.0,1.0
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 10:00:00.000000 UTC,10,10:00,26.04,0.0,0.0,26.16,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13296.1,13368.1,13404.1,0.02,0.02,0.02,0.21,0.18,0.18,104.16,0.0,0.0,104.64,13198.61,14400:120,50:5,97.489999999999782,169.48999999999978,205.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13356.1,205.48999999999978,0.015569063712012081,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 11:15:00.000000 UTC,11,11:15,23.88,0.0,0.0,23.94,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13368.1,13440.1,13476.1,0.02,0.02,0.02,0.21,0.17,0.16,95.52,0.0,0.0,95.76,13198.61,14400:120,50:5,169.48999999999978,241.48999999999978,277.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13428.1,277.48999999999978,0.021024183607213167,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-14 18:30:00.000000 UTC,18,18:30,27.42,0.0,0.0,28.32,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13236.1,13272.1,13380.1,0.03,0.03,0.03,0.29,0.23,0.26,109.68,0.0,0.0,113.28,13198.61,14400:120,50:5,37.489999999999782,73.489999999999782,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13296.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-15 19:15:00.000000 UTC,19,19:15,21.78,0.0,0.0,22.14,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13224.1,13272.1,13380.1,0.03,0.03,0.03,0.18,0.18,0.19,87.12,0.0,0.0,88.56,13198.61,14400:120,50:5,25.489999999999782,73.489999999999782,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13292.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-03 12:45:00.000000 UTC,12,12:45,19.38,0.0,0.0,19.38,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13248.1,13344.1,13380.1,0.02,0.02,0.02,0.22,0.15,0.14,77.52,0.0,0.0,77.52,13198.61,14400:120,50:5,49.489999999999782,145.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13324.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-10 15:15:00.000000 UTC,15,15:15,20.1,0.0,0.0,20.1,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13320.1,13368.1,13440.1,0.03,0.02,0.02,0.22,0.18,0.19,80.4,0.0,0.0,80.4,13198.61,14400:120,50:5,121.48999999999978,169.48999999999978,241.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13376.1,241.48999999999978,0.018296623659612623,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-23 16:15:00.000000 UTC,16,16:15,28.68,0.0,0.0,29.04,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13476.1,13512.1,13620.1,0.02,0.02,0.02,0.21,0.18,0.18,114.72,0.0,0.0,116.16,13198.61,14400:120,50:5,277.48999999999978,313.48999999999978,421.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13536.1,421.48999999999978,0.03193442339761534,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-08 15:15:00.000000 UTC,15,15:15,25.2,0.0,0.0,25.2,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13476.1,13560.1,13620.1,0.02,0.02,0.02,0.14,0.08,0.07,100.8,0.0,0.0,100.8,13198.61,14400:120,50:5,277.48999999999978,361.48999999999978,421.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13552.1,421.48999999999978,0.03193442339761534,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-03 13:30:00.000000 UTC,13,13:30,22.68,0.0,0.0,22.68,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13308.1,13380.1,13440.1,0.02,0.02,0.02,0.2,0.16,0.14,90.72,0.0,0.0,90.72,13198.61,14400:120,50:5,109.48999999999978,181.48999999999978,241.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13376.1,241.48999999999978,0.018296623659612623,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-09 06:15:00.000000 UTC,6,06:15,20.94,0.0,0.0,21.42,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13224.1,13296.1,13380.1,0.02,0.02,0.02,0.11,0.09,0.09,83.76,0.0,0.0,85.68,13198.61,14400:120,50:5,25.489999999999782,97.489999999999782,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13300.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-04 08:00:00.000000 UTC,8,08:00,19.68,0.0,0.0,20.22,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13272.1,13368.1,13380.1,0.02,0.02,0.02,0.12,0.08,0.11,78.72,0.0,0.0,80.88,13198.61,14400:120,50:5,73.489999999999782,169.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13340.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-14 06:15:00.000000 UTC,6,06:15,20.22,0.0,0.0,20.82,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13248.1,13320.1,13380.1,0.02,0.02,0.02,0.15,0.14,0.14,80.88,0.0,0.0,83.28,13198.61,14400:120,50:5,49.489999999999782,121.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13316.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-13 20:30:00.000000 UTC,20,20:30,21.84,0.0,0.0,22.56,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13236.1,13284.1,13380.1,0.03,0.03,0.03,0.1,0.07,0.08,87.36,0.0,0.0,90.24,13198.61,14400:120,50:5,37.489999999999782,85.489999999999782,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13300.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-06 20:15:00.000000 UTC,20,20:15,21.84,0.0,0.0,22.56,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13296.1,13344.1,13440.1,0.03,0.03,0.03,0.13,0.09,0.11,87.36,0.0,0.0,90.24,13198.61,14400:120,50:5,97.489999999999782,145.48999999999978,241.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13360.1,241.48999999999978,0.018296623659612623,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-07 11:45:00.000000 UTC,11,11:45,22.38,0.0,0.0,22.32,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13332.1,13404.1,13440.1,0.02,0.02,0.02,0.21,0.13,0.13,89.52,0.0,0.0,89.28,13198.61,14400:120,50:5,133.48999999999978,205.48999999999978,241.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13392.1,241.48999999999978,0.018296623659612623,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-17 09:30:00.000000 UTC,9,09:30,26.4,0.0,0.0,26.46,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13272.1,13368.1,13380.1,0.02,0.03,0.02,0.17,0.15,0.16,105.6,0.0,0.0,105.84,13198.61,14400:120,50:5,73.489999999999782,169.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13340.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-22 07:45:00.000000 UTC,7,07:45,23.64,0.0,0.0,24.54,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13320.1,13404.1,13440.1,0.02,0.02,0.02,0.12,0.15,0.18,94.56,0.0,0.0,98.16,13198.61,14400:120,50:5,121.48999999999978,205.48999999999978,241.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13388.1,241.48999999999978,0.018296623659612623,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-06 20:30:00.000000 UTC,20,20:30,21.42,0.0,0.0,21.96,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13248.1,13284.1,13380.1,0.03,0.03,0.03,0.13,0.08,0.11,85.68,0.0,0.0,87.84,13198.61,14400:120,50:5,49.489999999999782,85.489999999999782,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13304.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-18 07:15:00.000000 UTC,7,07:15,21.36,0.0,0.0,22.2,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13272.1,13344.1,13380.1,0.03,0.03,0.02,0.11,0.09,0.09,85.44,0.0,0.0,88.8,13198.61,14400:120,50:5,73.489999999999782,145.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13332.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-02 14:15:00.000000 UTC,14,14:15,22.92,0.0,0.0,22.98,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13092.1,13164.1,13224.1,0.02,0.02,0.02,0.17,0.14,0.14,91.68,0.0,0.0,91.92,13198.61,14400:120,50:5,106.51000000000022,34.510000000000218,25.489999999999782,0.66666666666666674,0.33333333333333326,0.33333333333333326,13160.1,106.51000000000022,0.0080697891671926217,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-02 13:45:00.000000 UTC,13,13:45,22.38,0.0,0.0,22.38,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13104.1,13164.1,13248.1,0.02,0.02,0.02,0.17,0.2,0.22,89.52,0.0,0.0,89.52,13198.61,14400:120,50:5,94.510000000000218,34.510000000000218,49.489999999999782,0.66666666666666674,0.33333333333333326,0.33333333333333326,13172.1,94.510000000000218,0.0071606025179924409,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-24 11:30:00.000000 UTC,11,11:30,27.06,0.0,0.0,27.3,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13272.1,13356.1,13380.1,0.03,0.03,0.03,0.18,0.15,0.15,108.24,0.0,0.0,109.2,13198.61,14400:120,50:5,73.489999999999782,157.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13336.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-15 20:15:00.000000 UTC,20,20:15,21.3,0.0,0.0,21.66,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13224.1,13260.1,13380.1,0.03,0.03,0.03,0.11,0.09,0.09,85.2,0.0,0.0,86.64,13198.61,14400:120,50:5,25.489999999999782,61.489999999999782,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13288.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-15 22:45:00.000000 UTC,22,22:45,20.22,0.0,0.0,20.88,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13248.1,13284.1,13380.1,0.02,0.02,0.02,0.17,0.16,0.16,80.88,0.0,0.0,83.52,13198.61,14400:120,50:5,49.489999999999782,85.489999999999782,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13304.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-21 13:00:00.000000 UTC,13,13:00,22.8,0.0,0.0,22.8,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13320.1,13416.1,13440.1,0.02,0.02,0.02,0.18,0.14,0.14,91.2,0.0,0.0,91.2,13198.61,14400:120,50:5,121.48999999999978,217.48999999999978,241.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13392.1,241.48999999999978,0.018296623659612623,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-25 08:30:00.000000 UTC,8,08:30,23.46,0.0,0.0,24.84,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13512.1,13596.1,13596.1,0.02,0.02,0.02,0.21,0.21,0.21,93.84,0.0,0.0,99.36,13198.61,14400:120,50:5,313.48999999999978,397.48999999999978,397.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13568.1,397.48999999999978,0.030116050099214975,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-08 15:00:00.000000 UTC,15,15:00,24.12,0.0,0.0,24.18,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13440.1,13524.1,13596.1,0.02,0.02,0.02,0.17,0.14,0.12,96.48,0.0,0.0,96.72,13198.61,14400:120,50:5,241.48999999999978,325.48999999999978,397.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13520.1,397.48999999999978,0.030116050099214975,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-09 18:15:00.000000 UTC,18,18:15,19.32,0.0,0.0,19.8,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13236.1,13284.1,13380.1,0.03,0.03,0.03,0.13,0.12,0.12,77.28,0.0,0.0,79.2,13198.61,14400:120,50:5,37.489999999999782,85.489999999999782,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13300.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-02 10:30:00.000000 UTC,10,10:30,22.26,0.0,0.0,22.26,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13248.1,13344.1,13380.1,0.02,0.02,0.03,0.17,0.15,0.16,89.04,0.0,0.0,89.04,13198.61,14400:120,50:5,49.489999999999782,145.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13324.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-13 10:30:00.000000 UTC,10,10:30,22.32,0.0,0.0,22.32,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13272.1,13344.1,13380.1,0.02,0.03,0.03,0.24,0.22,0.21,89.28,0.0,0.0,89.28,13198.61,14400:120,50:5,73.489999999999782,145.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13332.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-07 11:30:00.000000 UTC,11,11:30,21.72,0.0,0.0,21.72,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13272.1,13344.1,13380.1,0.02,0.02,0.02,0.22,0.13,0.12,86.88,0.0,0.0,86.88,13198.61,14400:120,50:5,73.489999999999782,145.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13332.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-15 07:45:00.000000 UTC,7,07:45,22.44,0.0,0.0,23.04,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13260.1,13344.1,13380.1,0.02,0.02,0.02,0.09,0.08,0.08,89.76,0.0,0.0,92.16,13198.61,14400:120,50:5,61.489999999999782,145.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13328.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-17 13:30:00.000000 UTC,13,13:30,22.08,0.0,0.0,22.08,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13248.1,13320.1,13380.1,0.02,0.02,0.02,0.16,0.11,0.11,88.32,0.0,0.0,88.32,13198.61,14400:120,50:5,49.489999999999782,121.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13316.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-04 08:15:00.000000 UTC,8,08:15,19.74,0.0,0.0,20.28,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13260.1,13356.1,13380.1,0.02,0.02,0.02,0.11,0.07,0.09,78.96,0.0,0.0,81.12,13198.61,14400:120,50:5,61.489999999999782,157.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13332.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-20 08:15:00.000000 UTC,8,08:15,22.08,0.0,0.0,22.14,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13260.1,13356.1,13380.1,0.02,0.02,0.02,0.14,0.12,0.11,88.32,0.0,0.0,88.56,13198.61,14400:120,50:5,61.489999999999782,157.48999999999978,181.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13332.1,181.48999999999978,0.013750690413611719,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-09 14:00:00.000000 UTC,14,14:00,24.42,0.0,0.0,24.48,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13320.1,13392.1,13452.1,0.02,0.02,0.02,0.13,0.1,0.08,97.68,0.0,0.0,97.92,13198.61,14400:120,50:5,121.48999999999978,193.48999999999978,253.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13388.1,253.48999999999978,0.019205810308812805,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-03 11:00:00.000000 UTC,11,11:00,23.28,0.0,0.0,23.4,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13320.1,13416.1,13452.1,0.02,0.02,0.02,0.22,0.19,0.19,93.12,0.0,0.0,93.6,13198.61,14400:120,50:5,121.48999999999978,217.48999999999978,253.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13396.1,253.48999999999978,0.019205810308812805,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-02 06:30:00.000000 UTC,6,06:30,20.22,0.0,0.0,20.7,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13128.1,13188.1,13260.1,0.02,0.02,0.02,0.12,0.17,0.22,80.88,0.0,0.0,82.8,13198.61,14400:120,50:5,70.510000000000218,10.510000000000218,61.489999999999782,0.66666666666666674,0.33333333333333326,0.33333333333333326,13192.1,70.510000000000218,0.0053422292195920793,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-14 07:15:00.000000 UTC,7,07:15,22.74,0.0,0.0,23.22,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13128.1,13212.1,13260.1,0.03,0.03,0.03,0.11,0.14,0.19,90.96,0.0,0.0,92.88,13198.61,14400:120,50:5,70.510000000000218,13.489999999999782,61.489999999999782,0.66666666666666674,0.33333333333333326,0.33333333333333326,13200.1,70.510000000000218,0.0053422292195920793,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-08 14:30:00.000000 UTC,14,14:30,23.88,0.0,0.0,23.82,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13440.1,13512.1,13584.1,0.02,0.02,0.02,0.13,0.09,0.08,95.52,0.0,0.0,95.28,13198.61,14400:120,50:5,241.48999999999978,313.48999999999978,385.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13512.1,385.48999999999978,0.029206863450014796,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-25 08:45:00.000000 UTC,8,08:45,23.58,0.0,0.0,24.84,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13500.1,13584.1,13584.1,0.02,0.02,0.02,0.24,0.2,0.22,94.32,0.0,0.0,99.36,13198.61,14400:120,50:5,301.48999999999978,385.48999999999978,385.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13556.1,385.48999999999978,0.029206863450014796,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-03 15:30:00.000000 UTC,15,15:30,25.26,0.0,0.0,25.38,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13476.1,13500.1,13584.1,0.02,0.02,0.02,0.22,0.2,0.19,101.04,0.0,0.0,101.52,13198.61,14400:120,50:5,277.48999999999978,301.48999999999978,385.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13520.1,385.48999999999978,0.029206863450014796,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-23 16:00:00.000000 UTC,16,16:00,26.7,0.0,0.0,26.82,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13440.1,13476.1,13584.1,0.02,0.02,0.02,0.21,0.17,0.17,106.8,0.0,0.0,107.28,13198.61,14400:120,50:5,241.48999999999978,277.48999999999978,385.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13500.1,385.48999999999978,0.029206863450014796,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-02 16:00:00.000000 UTC,16,16:00,20.82,0.0,0.0,20.76,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13308.1,13344.1,13452.1,0.02,0.02,0.02,0.18,0.19,0.23,83.28,0.0,0.0,83.04,13198.61,14400:120,50:5,109.48999999999978,145.48999999999978,253.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13368.1,253.48999999999978,0.019205810308812805,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-09 12:15:00.000000 UTC,12,12:15,21.54,0.0,0.0,21.6,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13320.1,13428.1,13452.1,0.02,0.02,0.02,0.16,0.12,0.11,86.16,0.0,0.0,86.4,13198.61,14400:120,50:5,121.48999999999978,229.48999999999978,253.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13400.1,253.48999999999978,0.019205810308812805,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-07 06:45:00.000000 UTC,6,06:45,21.24,0.0,0.0,21.9,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13308.1,13380.1,13452.1,0.02,0.02,0.02,0.11,0.07,0.09,84.96,0.0,0.0,87.6,13198.61,14400:120,50:5,109.48999999999978,181.48999999999978,253.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13380.1,253.48999999999978,0.019205810308812805,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-18 06:30:00.000000 UTC,6,06:30,19.14,0.0,0.0,20.04,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13332.1,13404.1,13452.1,0.02,0.02,0.02,0.13,0.1,0.11,76.56,0.0,0.0,80.16,13198.61,14400:120,50:5,133.48999999999978,205.48999999999978,253.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13396.1,253.48999999999978,0.019205810308812805,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 11:45:00.000000 UTC,11,11:45,22.62,0.0,0.0,22.62,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13332.1,13392.1,13440.1,0.02,0.02,0.02,0.17,0.14,0.13,90.48,0.0,0.0,90.48,13198.61,14400:120,50:5,133.48999999999978,193.48999999999978,241.48999999999978,0.66666666666666674,0.33333333333333326,0.33333333333333326,13388.1,241.48999999999978,0.018296623659612623,1.6666666666666667,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 13:15:00.000000 UTC,13,13:15,22.62,0.0,0.0,22.68,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,13152.1,13200.1,13272.1,0.02,0.02,0.02,0.22,0.21,0.18,90.48,0.0,0.0,90.72,13198.61,14400:120,50:5,46.510000000000218,1.4899999999997817,73.489999999999782,0.66666666666666674,0.33333333333333326,0.33333333333333326,13208.1,73.489999999999782,0.005568010570810091,1.6666666666666667,0.66666666666666674
