CATEGORIA,DENSIDADCARGA,TIPO_INSTALACION,FECHA,HORA,INTERVALO,KWHD,KWHR,KVARHR,KVAHD,KVARH_LAG,KVARHR_1,KVARH_LEAD,PHASOR_KVAH,IA,IB,IC,AVG_IA_HARMONICS,AVG_IB_HARMONICS,AVG_IC_HARMONICS,VA,VB,VC,THD_VOLT_FASE_A,THD_VOLT_FASE_B,THD_VOLT_FASE_C,THD_CORRIENTE_FASE_A,THD_CORRIENTE_FASE_B,THD_CORRIENTE_FASE_C,KWD,KWR,KVARD,KVAD,NOMINAL_VOLTAGE_NVO,PT,CT,VA_DESV,VB_DESV,VC_DESV,IA_DESV,IB_DESV,IC_DESV,VOLTAJE_PROM,VOLTAJE_DESV_MAX,VOLTAJE_DESV_PORCENTAJE,CORRIENTE_PROM,CORRIENTE_DESV_MAX
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-25 10:00:00.000000 UTC,10,10:00,11.76,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13284.1,13392.1,13392.1,0.02,0.02,0.02,0.21,0.24,0.41,47.04,0.0,0.0,47.04,13198.61,14400:120,50:5,85.489999999999782,193.48999999999978,193.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13356.1,193.48999999999978,0.0146598770628119,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 00:00:00.000000 UTC,0,00:00,10.32,0.0,0.0,10.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13248.1,13284.1,13392.1,0.02,0.02,0.02,0.3,0.25,0.31,41.28,0.0,0.0,41.28,13198.61,14400:120,50:5,49.489999999999782,85.489999999999782,193.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13308.1,193.48999999999978,0.0146598770628119,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-14 21:00:00.000000 UTC,21,21:00,10.74,0.0,0.0,10.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13308.1,13356.1,13476.1,0.03,0.03,0.03,0.36,0.23,0.35,42.96,0.0,0.0,42.96,13198.61,14400:120,50:5,109.48999999999978,157.48999999999978,277.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13380.1,277.48999999999978,0.021024183607213167,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-27 22:15:00.000000 UTC,22,22:15,10.44,0.0,0.0,10.44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13344.1,13368.1,13476.1,0.02,0.02,0.03,0.31,0.2,0.27,41.76,0.0,0.0,41.76,13198.61,14400:120,50:5,145.48999999999978,169.48999999999978,277.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13396.1,277.48999999999978,0.021024183607213167,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-04 12:45:00.000000 UTC,12,12:45,12.78,0.0,0.0,12.78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13344.1,13452.1,13476.1,0.02,0.02,0.02,0.31,0.17,0.27,51.12,0.0,0.0,51.12,13198.61,14400:120,50:5,145.48999999999978,253.48999999999978,277.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13424.1,277.48999999999978,0.021024183607213167,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-22 00:00:00.000000 UTC,0,00:00,9.66,0.0,0.0,9.72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13344.1,13404.1,13476.1,0.03,0.07,0.06,0.32,0.18,0.25,38.64,0.0,0.0,38.88,13198.61,14400:120,50:5,145.48999999999978,205.48999999999978,277.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13408.1,277.48999999999978,0.021024183607213167,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-18 15:00:00.000000 UTC,15,15:00,10.98,0.0,0.0,10.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13344.1,13416.1,13476.1,0.02,0.02,0.02,0.24,0.14,0.21,43.92,0.0,0.0,43.92,13198.61,14400:120,50:5,145.48999999999978,217.48999999999978,277.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13412.1,277.48999999999978,0.021024183607213167,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-30 22:45:00.000000 UTC,22,22:45,10.26,0.0,0.0,10.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13308.1,13404.1,0.03,0.02,0.02,0.35,0.21,0.36,41.04,0.0,0.0,41.04,13198.61,14400:120,50:5,73.489999999999782,109.48999999999978,205.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13328.1,205.48999999999978,0.015569063712012081,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-30 22:30:00.000000 UTC,22,22:30,10.86,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13296.1,13404.1,0.02,0.02,0.02,0.34,0.21,0.32,43.44,0.0,0.0,43.2,13198.61,14400:120,50:5,73.489999999999782,97.489999999999782,205.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13324.1,205.48999999999978,0.015569063712012081,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-25 14:30:00.000000 UTC,14,14:30,9.12,0.0,0.0,9.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13452.1,13524.1,13560.1,0.02,0.02,0.02,0.34,0.24,0.34,36.48,0.0,0.0,36.48,13198.61,14400:120,50:5,253.48999999999978,325.48999999999978,361.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13512.1,361.48999999999978,0.027388490151614434,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-22 00:30:00.000000 UTC,0,00:30,8.94,0.0,0.0,8.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13428.1,13476.1,13560.1,0.02,0.02,0.02,0.32,0.16,0.23,35.76,0.0,0.0,35.76,13198.61,14400:120,50:5,229.48999999999978,277.48999999999978,361.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13488.1,361.48999999999978,0.027388490151614434,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-07 19:30:00.000000 UTC,19,19:30,10.26,0.0,0.0,10.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13236.1,13284.1,13380.1,0.03,0.03,0.03,0.3,0.18,0.24,41.04,0.0,0.0,41.28,13198.61,14400:120,50:5,37.489999999999782,85.489999999999782,181.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13300.1,181.48999999999978,0.013750690413611719,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-18 15:15:00.000000 UTC,15,15:15,10.56,0.0,0.0,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13392.1,13464.1,13524.1,0.02,0.02,0.02,0.23,0.15,0.19,42.24,0.0,0.0,42.24,13198.61,14400:120,50:5,193.48999999999978,265.48999999999978,325.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13460.1,325.48999999999978,0.02466093020401389,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-28 00:45:00.000000 UTC,0,00:45,8.28,0.0,0.0,8.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13236.1,13284.1,13380.1,0.02,0.02,0.02,0.36,0.27,0.37,33.12,0.0,0.0,33.36,13198.61,14400:120,50:5,37.489999999999782,85.489999999999782,181.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13300.1,181.48999999999978,0.013750690413611719,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-16 20:00:00.000000 UTC,20,20:00,10.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13212.1,13260.1,13380.1,0.03,0.03,0.03,0.33,0.21,0.33,42.0,0.0,0.0,42.0,13198.61,14400:120,50:5,13.489999999999782,61.489999999999782,181.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13284.1,181.48999999999978,0.013750690413611719,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-28 23:45:00.000000 UTC,23,23:45,10.32,0.0,0.0,10.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13260.1,13296.1,13404.1,0.02,0.02,0.02,0.36,0.27,0.35,41.28,0.0,0.0,41.28,13198.61,14400:120,50:5,61.489999999999782,97.489999999999782,205.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13320.1,205.48999999999978,0.015569063712012081,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 00:45:00.000000 UTC,0,00:45,9.12,0.0,0.0,9.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13308.1,13404.1,0.02,0.02,0.02,0.35,0.31,0.38,36.48,0.0,0.0,36.48,13198.61,14400:120,50:5,73.489999999999782,109.48999999999978,205.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13328.1,205.48999999999978,0.015569063712012081,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-27 23:00:00.000000 UTC,23,23:00,9.42,0.0,0.0,9.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13308.1,13404.1,0.02,0.02,0.02,0.34,0.25,0.32,37.68,0.0,0.0,37.44,13198.61,14400:120,50:5,73.489999999999782,109.48999999999978,205.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13328.1,205.48999999999978,0.015569063712012081,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-15 10:00:00.000000 UTC,10,10:00,11.64,0.0,0.0,12.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13284.1,13392.1,13404.1,0.02,0.02,0.02,0.99,0.89,0.96,46.56,0.0,0.0,49.68,13198.61,14400:120,50:5,85.489999999999782,193.48999999999978,205.48999999999978,0.33333333333333331,0.33333333333333331,0.66666666666666674,13360.1,205.48999999999978,0.015569063712012081,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 00:30:00.000000 UTC,0,00:30,9.24,0.0,0.0,9.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13308.1,13404.1,0.02,0.02,0.02,0.33,0.2,0.32,36.96,0.0,0.0,36.96,13198.61,14400:120,50:5,73.489999999999782,109.48999999999978,205.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13328.1,205.48999999999978,0.015569063712012081,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-28 23:30:00.000000 UTC,23,23:30,11.46,0.0,0.0,11.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13284.1,13320.1,13428.1,0.03,0.02,0.02,0.3,0.23,0.29,45.84,0.0,0.0,45.84,13198.61,14400:120,50:5,85.489999999999782,121.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13344.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-25 10:15:00.000000 UTC,10,10:15,11.1,0.0,0.0,11.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13368.1,13368.1,0.03,0.02,0.02,0.33,0.29,0.37,44.4,0.0,0.0,44.64,13198.61,14400:120,50:5,73.489999999999782,169.48999999999978,169.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13336.1,169.48999999999978,0.012841503764411538,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-23 20:00:00.000000 UTC,20,20:00,11.04,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13212.1,13248.1,13368.1,0.03,0.03,0.03,0.27,0.15,0.2,44.16,0.0,0.0,44.4,13198.61,14400:120,50:5,13.489999999999782,49.489999999999782,169.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13276.1,169.48999999999978,0.012841503764411538,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-15 23:15:00.000000 UTC,23,23:15,8.58,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13236.1,13284.1,13368.1,0.02,0.02,0.02,0.31,0.27,0.34,34.32,0.0,0.0,34.08,13198.61,14400:120,50:5,37.489999999999782,85.489999999999782,169.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13296.1,169.48999999999978,0.012841503764411538,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-15 23:30:00.000000 UTC,23,23:30,8.28,0.0,0.0,8.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13236.1,13284.1,13368.1,0.02,0.02,0.02,0.28,0.17,0.27,33.12,0.0,0.0,33.12,13198.61,14400:120,50:5,37.489999999999782,85.489999999999782,169.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13296.1,169.48999999999978,0.012841503764411538,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-16 19:30:00.000000 UTC,19,19:30,10.38,0.0,0.0,10.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13188.1,13224.1,13344.1,0.03,0.04,0.03,0.34,0.22,0.31,41.52,0.0,0.0,41.52,13198.61,14400:120,50:5,10.510000000000218,25.489999999999782,145.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13252.1,145.48999999999978,0.011023130466011177,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-16 20:45:00.000000 UTC,20,20:45,9.6,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13188.1,13224.1,13344.1,0.03,0.03,0.03,0.34,0.19,0.29,38.4,0.0,0.0,38.4,13198.61,14400:120,50:5,10.510000000000218,25.489999999999782,145.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13252.1,145.48999999999978,0.011023130466011177,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-04 13:15:00.000000 UTC,13,13:15,12.42,0.0,0.0,12.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13296.1,13404.1,13428.1,0.03,0.03,0.02,0.27,0.16,0.27,49.68,0.0,0.0,49.68,13198.61,14400:120,50:5,97.489999999999782,205.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13376.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL PQM,ALTA,PRIMARIA,2025-10-01 19:00:00.000000 UTC,19,19:00,11.16,0.0,0.0,11.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13320.1,13428.1,0.03,0.03,0.03,0.3,0.19,0.3,44.64,0.0,0.0,44.64,13198.61,14400:120,50:5,73.489999999999782,121.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13340.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-08 20:15:00.000000 UTC,20,20:15,8.94,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13284.1,13308.1,13428.1,0.03,0.03,0.03,0.32,0.17,0.3,35.76,0.0,0.0,36.0,13198.61,14400:120,50:5,85.489999999999782,109.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13340.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 20:45:00.000000 UTC,20,20:45,10.62,0.0,0.0,10.68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13284.1,13308.1,13428.1,0.03,0.03,0.03,0.34,0.2,0.32,42.48,0.0,0.0,42.72,13198.61,14400:120,50:5,85.489999999999782,109.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13340.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-02 19:00:00.000000 UTC,19,19:00,11.22,0.0,0.0,11.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13308.1,13428.1,0.03,0.03,0.03,0.31,0.2,0.32,44.88,0.0,0.0,44.88,13198.61,14400:120,50:5,73.489999999999782,109.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13336.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-14 21:45:00.000000 UTC,21,21:45,9.54,0.0,0.0,9.54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13308.1,13428.1,0.03,0.03,0.03,0.42,0.3,0.41,38.16,0.0,0.0,38.16,13198.61,14400:120,50:5,73.489999999999782,109.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13336.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-07 19:45:00.000000 UTC,19,19:45,10.32,0.0,0.0,10.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13320.1,13428.1,0.03,0.03,0.03,0.31,0.23,0.27,41.28,0.0,0.0,41.04,13198.61,14400:120,50:5,73.489999999999782,121.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13340.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-24 20:30:00.000000 UTC,20,20:30,9.06,0.0,0.0,9.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13272.1,13308.1,13428.1,0.03,0.03,0.03,0.34,0.21,0.32,36.24,0.0,0.0,36.24,13198.61,14400:120,50:5,73.489999999999782,109.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13336.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-17 18:30:00.000000 UTC,18,18:30,11.64,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13284.1,13320.1,13428.1,0.03,0.03,0.03,0.33,0.2,0.27,46.56,0.0,0.0,46.8,13198.61,14400:120,50:5,85.489999999999782,121.48999999999978,229.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13344.1,229.48999999999978,0.017387437010412444,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 00:15:00.000000 UTC,0,00:15,10.32,0.0,0.0,10.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13212.1,13248.1,13344.1,0.02,0.02,0.02,0.32,0.24,0.37,41.28,0.0,0.0,41.52,13198.61,14400:120,50:5,13.489999999999782,49.489999999999782,145.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13268.1,145.48999999999978,0.011023130466011177,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-08 21:15:00.000000 UTC,21,21:15,8.1,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13320.1,13356.1,13488.1,0.03,0.03,0.03,0.34,0.18,0.32,32.4,0.0,0.0,32.4,13198.61,14400:120,50:5,121.48999999999978,157.48999999999978,289.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13388.1,289.48999999999978,0.021933370256413346,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-28 00:30:00.000000 UTC,0,00:30,8.94,0.0,0.0,8.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13344.1,13392.1,13488.1,0.02,0.02,0.02,0.31,0.24,0.31,35.76,0.0,0.0,35.76,13198.61,14400:120,50:5,145.48999999999978,193.48999999999978,289.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13408.1,289.48999999999978,0.021933370256413346,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-02 19:45:00.000000 UTC,19,19:45,9.96,0.0,0.0,9.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13344.1,13380.1,13488.1,0.03,0.03,0.03,0.34,0.19,0.31,39.84,0.0,0.0,39.84,13198.61,14400:120,50:5,145.48999999999978,181.48999999999978,289.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13404.1,289.48999999999978,0.021933370256413346,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-21 23:45:00.000000 UTC,23,23:45,10.32,0.0,0.0,10.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13356.1,13404.1,13488.1,0.02,0.02,0.02,0.33,0.24,0.31,41.28,0.0,0.0,41.04,13198.61,14400:120,50:5,157.48999999999978,205.48999999999978,289.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13416.1,289.48999999999978,0.021933370256413346,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-18 14:45:00.000000 UTC,14,14:45,11.1,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13368.1,13440.1,13488.1,0.02,0.02,0.02,0.21,0.14,0.19,44.4,0.0,0.0,44.4,13198.61,14400:120,50:5,169.48999999999978,241.48999999999978,289.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13432.1,289.48999999999978,0.021933370256413346,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-29 21:15:00.000000 UTC,21,21:15,9.72,0.0,0.0,9.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13260.1,13284.1,13404.1,0.03,0.03,0.03,0.37,0.22,0.35,38.88,0.0,0.0,38.64,13198.61,14400:120,50:5,61.489999999999782,85.489999999999782,205.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13316.1,205.48999999999978,0.015569063712012081,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-08 19:15:00.000000 UTC,19,19:15,9.9,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13428.1,13464.1,13560.1,0.03,0.03,0.03,0.34,0.17,0.29,39.6,0.0,0.0,39.6,13198.61,14400:120,50:5,229.48999999999978,265.48999999999978,361.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13484.1,361.48999999999978,0.027388490151614434,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-22 00:45:00.000000 UTC,0,00:45,9.72,0.0,0.0,9.78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13416.1,13476.1,13548.1,0.02,0.02,0.02,0.37,0.29,0.39,38.88,0.0,0.0,39.12,13198.61,14400:120,50:5,217.48999999999978,277.48999999999978,349.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13480.1,349.48999999999978,0.026479303502414252,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-02 20:00:00.000000 UTC,20,20:00,9.12,0.0,0.0,9.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13392.1,13428.1,13548.1,0.03,0.03,0.03,0.35,0.2,0.36,36.48,0.0,0.0,36.48,13198.61,14400:120,50:5,193.48999999999978,229.48999999999978,349.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13456.1,349.48999999999978,0.026479303502414252,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-11 14:45:00.000000 UTC,14,14:45,9.24,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13428.1,13476.1,13548.1,0.03,0.02,0.02,0.35,0.28,0.36,36.96,0.0,0.0,37.2,13198.61,14400:120,50:5,229.48999999999978,277.48999999999978,349.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13484.1,349.48999999999978,0.026479303502414252,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-08 21:30:00.000000 UTC,21,21:30,7.98,0.0,0.0,8.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13404.1,13440.1,13548.1,0.03,0.03,0.02,0.35,0.18,0.33,31.92,0.0,0.0,32.16,13198.61,14400:120,50:5,205.48999999999978,241.48999999999978,349.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13464.1,349.48999999999978,0.026479303502414252,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-08 21:00:00.000000 UTC,21,21:00,8.28,0.0,0.0,8.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13152.1,13188.1,13308.1,0.03,0.04,0.03,0.31,0.17,0.31,33.12,0.0,0.0,33.12,13198.61,14400:120,50:5,46.510000000000218,10.510000000000218,109.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13216.1,109.48999999999978,0.0082955705184106342,0.33333333333333331,0.66666666666666674
CLIENTE INDUSTRIAL,ALTA,PRIMARIA,2025-10-18 20:15:00.000000 UTC,20,20:15,9.12,0.0,0.0,9.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13164.1,13212.1,13308.1,0.03,0.03,0.03,0.34,0.17,0.23,36.48,0.0,0.0,36.48,13198.61,14400:120,50:5,34.510000000000218,13.489999999999782,109.48999999999978,0.33333333333333331,0.66666666666666674,0.33333333333333331,13228.1,109.48999999999978,0.0082955705184106342,0.33333333333333331,0.66666666666666674
